"ISIN";"StockExchange";"Symbol"
"INE451L01014";"NSE";"MAHASTEEL"
"INE452L01012";"BSE";"538365"
"INE452L01012";"NSE";"INCREDIBLE"
"INE452O01016";"BSE";"536507"
"INE453B01029";"BSE";"532339"
"INE453B01029";"NSE";"COMPUSOFT"
"INE453D01025";"BSE";"526885"
"INE453D01025";"NSE";"SARLAPOLY"
"INE454M01024";"BSE";"539917"
"INE454M01024";"NSE";"NAGAFERT"
"INE454P01035";"NSE";"TRANSRAILL"
"INE455F01025";"BSE";"532532"
"INE455I01029";"BSE";"532899"
"INE455I01029";"NSE";"KSCL"
"INE455K01017";"BSE";"542652"
"INE455K01017";"NSE";"POLYCAB"
"INE455T01018";"BSE";"539597"
"INE456C01020";"BSE";"519588"
"INE456Z01021";"NSE";"MEDIASSIST"
"INE457A01014";"BSE";"532525"
"INE457A01014";"NSE";"MAHABANK"
"INE457F01013";"BSE";"517059"
"INE457F01013";"NSE";"SALZERELEC"
"INE457L01011";"BSE";"533581"
"INE457L01029";"NSE";"PGEL"
"INE458B01036";"BSE";"512296"
"INE458B01036";"NSE";"BHAGYANGR"
"INE458F01011";"NSE";"UNITEDTEA"
"INE459A01010";"BSE";"500041"
"INE459A01010";"NSE";"BANARISUG"
"INE460C01014";"BSE";"526367"
"INE460C01014";"NSE";"GANESHHOUC"
"INE460H01021";"BSE";"540575"
"INE460H01021";"NSE";"STARCEMENT"
"INE461B01014";"BSE";"532687"
"INE461B01014";"NSE";"REPRO"
"INE461C01038";"BSE";"526797"
"INE461C01038";"NSE";"GREENPLY"
"INE461D01028";"NSE";"HLEGLAS"
"INE462A01022";"BSE";"506285"
"INE462A01022";"NSE";"BAYERCROP"
"INE463A01038";"BSE";"509480"
"INE463A01038";"NSE";"BERGEPAINT"
"INE463V01026";"NSE";"ANANDRATHI"
"INE464A01028";"BSE";"503960"
"INE464A01036";"NSE";"BBL"
"INE465A01025";"BSE";"500493"
"INE465A01025";"NSE";"BHARATFORG"
"INE466L01020";"BSE";"542772"
"INE466L01038";"NSE";"360ONE"
"INE467B01029";"BSE";"532540"
"INE467B01029";"NSE";"TCS"
"INE470A01017";"BSE";"523395"
"INE470A01017";"NSE";"3MINDIA"
"INE470Y01017";"BSE";"540769"
"INE470Y01017";"NSE";"NIACL"
"INE471W01019";"BSE";"540648"
"INE471W01019";"NSE";"PALASHSECU"
"INE472A01039";"BSE";"500067"
"INE472A01039";"NSE";"BLUESTARCO"
"INE472B01011";"NSE";"BLUECOAST"
"INE472M01018";"BSE";"534312"
"INE472M01018";"NSE";"MTEDUCARE"
"INE473A01011";"BSE";"523457"
"INE473A01011";"NSE";"LINDEINDIA"
"INE473B01035";"BSE";"531531"
"INE473B01035";"NSE";"HATSUN"
"INE473D01015";"BSE";"524019"
"INE473D01015";"NSE";"KINGFA"
"INE474C01015";"BSE";"530919"
"INE474C01023";"NSE";"REMSONSIND"
"INE474E01029";"BSE";"512608"
"INE474E01029";"NSE";"BHANDARI"
"INE474L01016";"NSE";"OMKARCHEM"
"INE474Q01031";"NSE";"MEDANTA"
"INE475B01022";"BSE";"524735"
"INE475B01022";"NSE";"HIKAL"
"INE475E01026";"BSE";"524742"
"INE475E01026";"NSE";"CAPLIPOINT"
"INE476A01014";"BSE";"532483"
"INE476A01022";"NSE";"CANBK"
"INE477A01020";"BSE";"511196"
"INE477A01020";"NSE";"CANFINHOME"
"INE477B01010";"BSE";"523736"
"INE477B01010";"NSE";"DVL"
"INE479D01038";"BSE";"526423"
"INE479D01038";"NSE";"KRITI"
"INE480C01020";"BSE";"507514"
"INE480C01038";"NSE";"SDBL"
"INE480M01011";"NSE";"THOMASCOTT"
"INE481G01011";"BSE";"532538"
"INE481G01011";"NSE";"ULTRACEMCO"
"INE481N01025";"BSE";"543259"
"INE481N01025";"NSE";"HOMEFIRST"
"INE481Y01014";"BSE";"540755"
"INE481Y01014";"NSE";"GICRE"
"INE481Z01011";"NSE";"UNIINFO"
"INE482A01020";"BSE";"500878"
"INE482A01020";"NSE";"CEATLTD"
"INE482B01010";"BSE";"533982"
"INE482B01010";"NSE";"TERASOFT"
"INE482D01024";"BSE";"524091"
"INE482D01024";"NSE";"CARYSIL"
"INE482J01021";"BSE";"533275"
"INE482J01021";"NSE";"SHAH"
"INE483A01010";"BSE";"532885"
"INE483A01010";"NSE";"CENTRALBK"
"INE483B01026";"BSE";"521016"
"INE483B01026";"NSE";"ICIL"
"INE483C01032";"BSE";"532790"
"INE483C01032";"NSE";"TANLA"
"INE483S01020";"BSE";"539807"
"INE483S01020";"NSE";"INFIBEAM"
"INE484C01030";"NSE";"VEEDOL"
"INE484I01029";"BSE";"539636"
"INE484I01029";"NSE";"PRECAM"
"INE484J01027";"BSE";"533150"
"INE484J01027";"NSE";"GODREJPROP"
"INE485A01015";"BSE";"500280"
"INE485A01015";"NSE";"CENTENKA"
"INE485C01011";"BSE";"524164"
"INE485C01029";"NSE";"IOLCP"
"INE486A01021";"NSE";"CESC"
"INE486R01017";"NSE";"GPTHEALTH"
"INE486Y01013";"NSE";"TOUCHWOOD"
"INE488A01050";"NSE";"CHEMPLASTS"
"INE488B01017";"BSE";"519091"
"INE488B01017";"NSE";"TASTYBITE"
"INE488D01021";"BSE";"519105"
"INE488D01021";"NSE";"AVTNPL"
"INE488V01015";"BSE";"540544"
"INE488V01015";"NSE";"PSPPROJECT"
"INE489G01022";"BSE";"506260"
"INE489G01022";"NSE";"ANUHPHR"
"INE489L01022";"BSE";"542773"
"INE489L01022";"NSE";"IIFLCAPS"
"INE490G01020";"BSE";"533286"
"INE490G01020";"NSE";"MOIL"
"INE491A01021";"BSE";"532210"
"INE491A01021";"NSE";"CUB"
"INE491J01022";"NSE";"ASKAUTOLTD"
"INE491V01019";"NSE";"CROWN"
"INE492A01029";"BSE";"506390"
"INE492A01029";"NSE";"HEUBACHIND"
"INE493A01027";"BSE";"532301"
"INE494B01023";"BSE";"532343"
"INE494B01023";"NSE";"TVSMOTOR"
"INE495A01022";"BSE";"500097"
"INE495A01022";"NSE";"DALMIASUG"
"INE495B01038";"BSE";"530239"
"INE495B01038";"NSE";"SUVEN"
"INE495C01010";"BSE";"514234"
"INE495C01010";"NSE";"SANGAMIND"
"INE495P01012";"BSE";"543253"
"INE495P01012";"NSE";"BECTORFOOD"
"INE495S01016";"BSE";"540136"
"INE495S01016";"NSE";"HPL"
"INE497B01018";"BSE";"526807"
"INE497B01018";"NSE";"SEAMECLTD"
"INE497D01022";"BSE";"521220"
"INE497D01022";"NSE";"DAMODARIND"
"INE497S01012";"NSE";"GODAVARIB"
"INE498A01018";"BSE";"502820"
"INE498A01018";"NSE";"DCM"
"INE498B01024";"BSE";"532638"
"INE498B01024";"NSE";"SHOPERSTOP"
"INE498E01010";"BSE";"590056"
"INE498E01010";"NSE";"SALONA"
"INE498L01015";"BSE";"533519"
"INE498L01015";"NSE";"LTF"
"INE498Q01014";"BSE";"538920"
"INE498Q01014";"NSE";"VINCOFE"
"INE499A01024";"BSE";"523367"
"INE499A01024";"NSE";"DCMSHRIRAM"
"INE500A01029";"BSE";"500117"
"INE500A01029";"NSE";"DCW"
"INE500L01026";"BSE";"539450"
"INE500L01026";"NSE";"SHK"
"INE500X01013";"NSE";"LEXUS"
"INE501A01019";"BSE";"500645"
"INE501A01019";"NSE";"DEEPAKFERT"
"INE501G01024";"BSE";"532662"
"INE501G01024";"NSE";"HTMEDIA"
"INE501W01021";"BSE";"540653"
"INE501Y01019";"BSE";"540757"
"INE501Y01019";"NSE";"SCPL"
"INE503A01015";"BSE";"532772"
"INE503A01015";"NSE";"DCBBANK"
"INE503B01021";"NSE";"STEELXIND"
"INE505A01010";"BSE";"506405"
"INE505A01010";"NSE";"DMCC"
"INE505C01016";"BSE";"531746"
"INE505C01016";"NSE";"PRAENG"
"INE505V01016";"NSE";"EUROBOND"
"INE505Y01010";"NSE";"VINEETLAB"
"INE506A01018";"BSE";"523618"
"INE506A01018";"NSE";"DREDGECORP"
"INE506W01012";"NSE";"KRISHANA"
"INE506Z01015";"BSE";"541302"
"INE506Z01015";"NSE";"DHRUV"
"INE508G01029";"BSE";"532856"
"INE508G01029";"NSE";"TIMETECHNO"
"INE508K01013";"NSE";"RHL"
"INE509F01011";"BSE";"530843"
"INE509F01029";"NSE";"CUPID"
"INE510A01028";"BSE";"532178"
"INE510A01028";"NSE";"ENGINERSIN"
"INE510W01014";"NSE";"INOXGREEN"
"INE511C01022";"BSE";"524000"
"INE511C01022";"NSE";"POONAWALLA"
"INE511Y01018";"NSE";"MMP"
"INE512B01022";"BSE";"532666"
"INE512B01022";"NSE";"FCSSOFT"
"INE513A01022";"NSE";"SCHAEFFLER"
"INE514Y01020";"NSE";"MOKSH"
"INE516A01017";"BSE";"500148"
"INE516A01017";"NSE";"UFLEX"
"INE516K01024";"BSE";"533189"
"INE516K01024";"NSE";"GOENKA"
"INE517B01013";"BSE";"532371"
"INE517B01013";"NSE";"TTML"
"INE517F01014";"BSE";"533248"
"INE517F01014";"NSE";"GPPL"
"INE518E01015";"BSE";"541400"
"INE518E01015";"NSE";"ZIMLAB"
"INE519A01011";"BSE";"500150"
"INE519A01011";"NSE";"FOSECOIND"
"INE519C01017";"BSE";"533306"
"INE519C01017";"NSE";"SUMMITSEC"
"INE520A01027";"BSE";"504067"
"INE520A01027";"NSE";"ZENSARTECH"
"INE520H01022";"BSE";"539447"
"INE520H01022";"NSE";"BEARDSELL"
"INE520Y01019";"NSE";"ICEMAKE"
"INE521J01018";"BSE";"533260"
"INE521J01018";"NSE";"CPCAP"
"INE522D01027";"BSE";"531213"
"INE522D01027";"NSE";"MANAPPURAM"
"INE522F01014";"BSE";"533278"
"INE522F01014";"NSE";"COALINDIA"
"INE523B01011";"BSE";"532351"
"INE523B01011";"NSE";"AKSHOPTFBR"
"INE524A01029";"BSE";"505714"
"INE524A01029";"NSE";"GABRIEL"
"INE524B01027";"BSE";"513108"
"INE524B01027";"NSE";"GANDHITUBE"
"INE524L01026";"BSE";"533482"
"INE524L01026";"NSE";"KRIDHANINF"
"INE526B01014";"BSE";"532386"
"INE526B01014";"NSE";"CALSOFT"
"INE526E01018";"NSE";"SHRIPISTON"
"INE526G01021";"BSE";"532660"
"INE527H01019";"BSE";"539141"
"INE527H01019";"NSE";"UFO"
"INE528A01020";"NSE";"GKWLIMITED"
"INE528G01035";"BSE";"532648"
"INE528G01035";"NSE";"YESBANK"
"INE529A01010";"BSE";"505744"
"INE529A01010";"NSE";"FMGOETZE"
"INE529D01014";"BSE";"526381"
"INE529D01014";"NSE";"PATINTLOG"
"INE529F01035";"BSE";"512131"
"INE529F01035";"NSE";"SIGIND"
"INE529I01021";"BSE";"532937"
"INE529I01021";"NSE";"KUANTUM"
"INE530B01024";"BSE";"532636"
"INE530B01024";"NSE";"IIFL"
"INE531A01024";"BSE";"500165"
"INE531A01024";"NSE";"KANSAINER"
"INE531E01026";"BSE";"513599"
"INE531E01026";"NSE";"HINDCOPPER"
"INE531F01015";"NSE";"NUVAMA"
"INE532F01054";"BSE";"532922"
"INE532F01054";"NSE";"EDELWEISS"
"INE533A01012";"BSE";"500168"
"INE533D01032";"NSE";"RAJRILTD"
"INE535D01029";"BSE";"517500"
"INE535D01037";"NSE";"ROTO"
"INE535F01024";"BSE";"522257"
"INE535F01024";"NSE";"RAJOOENG"
"INE536A01023";"BSE";"506076"
"INE536A01023";"NSE";"GRINDWELL"
"INE536H01010";"BSE";"532756"
"INE536H01010";"NSE";"CIEINDIA"
"INE538A01037";"BSE";"500173"
"INE538A01037";"NSE";"GFLLIMITED"
"INE539A01019";"BSE";"500171"
"INE539A01019";"NSE";"GHCL"
"INE539B01017";"BSE";"532372"
"INE539B01017";"NSE";"VIRINCHI"
"INE540A01017";"BSE";"500174"
"INE540A01017";"NSE";"GLFL"
"INE540G01014";"BSE";"531978"
"INE540G01014";"NSE";"AMBIKCO"
"INE540H01012";"BSE";"532757"
"INE540H01012";"NSE";"VOLTAMP"
"INE540L01014";"BSE";"539523"
"INE540L01014";"NSE";"ALKEM"
"INE541A01023";"BSE";"505255"
"INE541A01023";"NSE";"GMMPFAUDLR"
"INE542A01039";"BSE";"518029"
"INE542B01011";"BSE";"524598"
"INE542B01011";"NSE";"AKSHARCHEM"
"INE542C01019";"BSE";"519494"
"INE542C01019";"NSE";"NKIND"
"INE542F01012";"BSE";"533107"
"INE542W01025";"NSE";"KPIGREEN"
"INE542Z01028";"NSE";"KAPSTON"
"INE543V01017";"NSE";"ACEINTEG"
"INE544A01019";"BSE";"500467"
"INE544A01019";"NSE";"HARRMALAYA"
"INE544H01014";"BSE";"532771"
"INE544H01014";"NSE";"JHS"
"INE544R01021";"NSE";"GREENLAM"
"INE545A01016";"BSE";"509631"
"INE545A01024";"NSE";"HEG"
"INE545H01011";"BSE";"532804"
"INE545H01011";"NSE";"TIIL"
"INE545L01039";"BSE";"505850"
"INE545L01039";"NSE";"MANCREDIT"
"INE545U01014";"BSE";"541153"
"INE545U01014";"NSE";"BANDHANBNK"
"INE546C01010";"BSE";"530305"
"INE546C01010";"NSE";"PICCADIL"
"INE546V01010";"NSE";"EIFFL"
"INE546Y01022";"BSE";"540901"
"INE546Y01022";"NSE";"PRAXIS"
"INE547B01028";"BSE";"531225"
"INE547B01028";"NSE";"XTGLOBAL"
"INE547E01014";"BSE";"590065"
"INE547E01014";"NSE";"IMPAL"
"INE548A01028";"BSE";"500183"
"INE548A01028";"NSE";"HFCL"
"INE548C01032";"BSE";"531162"
"INE548C01032";"NSE";"EMAMILTD"
"INE548Z01017";"NSE";"LAGNAM"
"INE549A01026";"BSE";"500185"
"INE549A01026";"NSE";"HCC"
"INE550B01022";"BSE";"532216"
"INE550B01022";"NSE";"HBSL"
"INE550C01020";"BSE";"526987"
"INE550C01020";"NSE";"URJA"
"INE550H01011";"NSE";"SUPREMEINF"
"INE551D01018";"BSE";"516030"
"INE551D01018";"NSE";"PAKKA"
"INE551W01018";"BSE";"542904"
"INE551W01018";"NSE";"UJJIVANSFB"
"INE552D01024";"BSE";"526829"
"INE552D01024";"NSE";"CONFIPET"
"INE552Z01027";"NSE";"ABDL"
"INE553C01016";"BSE";"534615"
"INE553C01016";"NSE";"NECCLTD"
"INE555B01013";"BSE";"532395"
"INE555B01013";"NSE";"AXISCADES"
"INE555Z01020";"NSE";"TARACHAND"
"INE557A01011";"BSE";"509675"
"INE557A01011";"NSE";"BIRLANU"
"INE557B01019";"BSE";"526596"
"INE557B01019";"NSE";"LIBERTSHOE"
"INE557Z01018";"NSE";"PIGL"
"INE558B01017";"BSE";"530011"
"INE558B01017";"NSE";"MANGCHEFER"
"INE558D01021";"BSE";"531556"
"INE558D01021";"NSE";"CORALFINAC"
"INE558R01013";"NSE";"HECPROJECT"
"INE559A01017";"BSE";"505726"
"INE559A01017";"NSE";"IFBIND"
"INE559D01011";"BSE";"511413"
"INE559D01011";"NSE";"CREST"
"INE559N01010";"BSE";"534680"
"INE559N01010";"NSE";"SRGHFL"
"INE559R01029";"NSE";"LANDMARK"
"INE560A01015";"BSE";"500201"
"INE560A01023";"NSE";"INDIAGLYCO"
"INE560K01014";"BSE";"533344"
"INE560K01014";"NSE";"PFS"
"INE561C01019";"BSE";"505688"
"INE561C01019";"NSE";"BHARATGEAR"
"INE561H01026";"BSE";"532780"
"INE561H01026";"NSE";"PARSVNATH"
"INE561M01018";"BSE";"531109"
"INE561M01018";"NSE";"ISHANCH"
"INE562A01011";"BSE";"532814"
"INE562A01011";"NSE";"INDIANB"
"INE562B01019";"BSE";"500354"
"INE562B01019";"NSE";"RAJSREESUG"
"INE562X01013";"NSE";"UNIVASTU"
"INE563J01010";"BSE";"533138"
"INE563J01010";"NSE";"ASTEC"
"INE565A01014";"BSE";"532388"
"INE565A01014";"NSE";"IOB"
"INE565L01011";"BSE";"533287"
"INE565L01011";"NSE";"ZEELEARN"
"INE565V01010";"BSE";"540145"
"INE565V01010";"NSE";"VALIANTORG"
"INE566K01011";"BSE";"533181"
"INE566K01011";"NSE";"ISFT"
"INE567A01028";"NSE";"NIPPOBATRY"
"INE568Z01015";"NSE";"URAVIDEF"
"INE569C01020";"BSE";"504879"
"INE569C01020";"NSE";"ORIENTCER"
"INE570A01014";"BSE";"500214"
"INE570A01022";"NSE";"IONEXCHANG"
"INE570D01018";"BSE";"516064"
"INE570D01018";"NSE";"ARROWGREEN"
"INE570L01029";"NSE";"SAILIFE"
"INE571A01038";"NSE";"IPCALAB"
"INE571B01028";"BSE";"520066"
"INE571B01036";"NSE";"JAYBARMARU"
"INE572A01028";"BSE";"506943"
"INE572A01036";"NSE";"JBCHEPHARM"
"INE572E01012";"BSE";"540173"
"INE572E01012";"NSE";"PNBHOUSING"
"INE572G01025";"BSE";"509048"
"INE572G01025";"NSE";"LANCORHOL"
"INE572J01011";"BSE";"542759"
"INE572J01011";"NSE";"SPANDANA"
"INE573A01042";"BSE";"530007"
"INE573A01042";"NSE";"JKTYRE"
"INE573K01017";"BSE";"533470"
"INE573K01025";"NSE";"RUSHIL"
"INE573R01012";"BSE";"524324"
"INE573R01012";"NSE";"SEYAIND"
"INE575C01027";"BSE";"509709"
"INE575C01027";"NSE";"INTLCONV"
"INE575P01011";"NSE";"STARHEALTH"
"INE576I01022";"BSE";"532940"
"INE576I01022";"NSE";"JKIL"
"INE576O01020";"BSE";"543277"
"INE576O01020";"NSE";"LXCHEM"
"INE577A01027";"BSE";"520043"
"INE577A01027";"NSE";"MUNJALSHOW"
"INE577L01016";"BSE";"533316"
"INE577L01016";"NSE";"STEL"
"INE578A01017";"BSE";"500292"
"INE578A01017";"NSE";"HEIDELBERG"
"INE579C01029";"BSE";"524394"
"INE579C01029";"NSE";"VIMTALABS"
"INE581X01021";"NSE";"GLOBE"
"INE583B01015";"BSE";"526725"
"INE583B01015";"NSE";"SANDESH"
"INE583C01021";"BSE";"502137"
"INE583C01021";"NSE";"DECCANCE"
"INE583D01011";"BSE";"511742"
"INE583D01011";"NSE";"UGROCAP"
"INE583L01014";"NSE";"AGSTRA"
"INE583R01029";"BSE";"539359"
"INE583R01029";"NSE";"PRITIKAUTO"
"INE583V01013";"BSE";"540125"
"INE583V01021";"NSE";"RADHIKAJWE"
"INE584A01023";"BSE";"526371"
"INE584A01023";"NSE";"NMDC"
"INE584F01014";"BSE";"532637"
"INE584F01014";"NSE";"MANGALAM"
"INE585B01010";"BSE";"532500"
"INE585B01010";"NSE";"MARUTI"
"INE586B01026";"BSE";"532390"
"INE586B01026";"NSE";"TAJGVK"
"INE586G01017";"BSE";"532543"
"INE586G01017";"NSE";"GULFPETRO"
"INE586V01016";"BSE";"540212"
"INE586V01016";"NSE";"TCIEXP"
"INE586X01012";"NSE";"GTECJAINX"
"INE587G01015";"BSE";"539276"
"INE587G01015";"NSE";"KAYA"
"INE589A01014";"BSE";"513683"
"INE589A01014";"NSE";"NLCINDIA"
"INE590L01019";"BSE";"533576"
"INE590L01019";"NSE";"VASWANI"
"INE591A01010";"NSE";"OILCOUNTUB"
"INE591D01014";"BSE";"500120"
"INE591D01014";"NSE";"DIAMINESQ"
"INE591G01017";"BSE";"532541"
"INE591G01025";"NSE";"COFORGE"
"INE592A01026";"BSE";"502420"
"INE592A01026";"NSE";"ORIENTPPR"
"INE592B01016";"BSE";"514142"
"INE592B01024";"NSE";"TTL"
"INE593W01028";"NSE";"FOCUS"
"INE594B01012";"BSE";"514045"
"INE594B01012";"NSE";"BSL"
"INE594H01019";"BSE";"539871"
"INE594H01019";"NSE";"THYROCARE"
"INE596F01018";"BSE";"539006"
"INE596F01018";"NSE";"PTCIL"
"INE596H01014";"BSE";"532761"
"INE596H01014";"NSE";"HOVS"
"INE596I01012";"BSE";"543232"
"INE596I01012";"NSE";"CAMS"
"INE597I01028";"BSE";"535602"
"INE597I01028";"NSE";"SHARDAMOTR"
"INE597J01018";"BSE";"540797"
"INE597J01018";"NSE";"SHALBY"
"INE597L01014";"BSE";"533343"
"INE597L01014";"NSE";"LOVABLE"
"INE598C01011";"BSE";"590018"
"INE598C01011";"NSE";"HISARMETAL"
"INE599M01018";"BSE";"535648"
"INE599M01018";"NSE";"JUSTDIAL"
"INE600A01035";"BSE";"500327"
"INE600A01035";"NSE";"PILITA"
"INE600K01018";"BSE";"540935"
"INE600K01018";"NSE";"GALAXYSURF"
"INE600L01024";"BSE";"539524"
"INE600L01024";"NSE";"LALPATHLAB"
"INE600Y01019";"BSE";"540795"
"INE600Y01019";"NSE";"DYCL"
"INE602A01031";"NSE";"PCBL"
"INE602G01020";"BSE";"521248"
"INE602G01020";"NSE";"KITEX"
"INE602W01027";"NSE";"SENCO"
"INE603A01013";"BSE";"506022"
"INE603A01013";"NSE";"PRAKASH"
"INE603J01030";"BSE";"523642"
"INE603J01030";"NSE";"PIIND"
"INE606A01024";"BSE";"500343"
"INE606A01024";"NSE";"AMJLAND"
"INE607A01022";"NSE";"PRIMO"
"INE607D01018";"BSE";"530365"
"INE607D01018";"NSE";"ORIENTBELL"
"INE608A01012";"BSE";"533295"
"INE608A01012";"NSE";"PSB"
"INE609C01024";"BSE";"526325"
"INE609C01024";"NSE";"ORIENTLTD"
"INE610B01024";"BSE";"523836"
"INE610B01024";"NSE";"GUJRAFFIA"
"INE610C01014";"BSE";"526662"
"INE610C01014";"NSE";"ARENTERP"
"INE610E01010";"NSE";"KALYANI"
"INE611A01016";"BSE";"500350"
"INE611A01016";"NSE";"RSWM"
"INE611L01021";"BSE";"533329"
"INE611L01021";"NSE";"INDTERRAIN"
"INE612J01015";"BSE";"535322"
"INE612J01015";"NSE";"REPCOHOME"
"INE613A01020";"BSE";"500355"
"INE613A01020";"NSE";"RALLIS"
"INE613B01010";"NSE";"ICDSLTD"
"INE613C01026";"NSE";"MCLOUD"
"INE614A01028";"BSE";"532369"
"INE614A01028";"NSE";"RAMCOIND"
"INE614B01018";"BSE";"532652"
"INE614B01018";"NSE";"KTKBANK"
"INE614G01033";"BSE";"532939"
"INE614G01033";"NSE";"RPOWER"
"INE615H01020";"BSE";"532966"
"INE615H01020";"NSE";"TITAGARH"
"INE615I01010";"BSE";"533104"
"INE615I01010";"NSE";"GLOBUSSPR"
"INE615P01015";"BSE";"539978"
"INE615P01015";"NSE";"QUESS"
"INE615R01029";"NSE";"TRU"
"INE616N01034";"NSE";"INOXINDIA"
"INE616Z01012";"BSE";"541167"
"INE616Z01012";"NSE";"YASHO"
"INE617A01013";"BSE";"505368"
"INE617A01013";"NSE";"SEMAC"
"INE618L01018";"BSE";"540776"
"INE618L01018";"NSE";"5PAISA"
"INE618N01022";"NSE";"BALAXI"
"INE618R01015";"BSE";"539199"
"INE618R01015";"NSE";"SGFIN"
"INE619A01035";"BSE";"500368"
"INE619A01035";"NSE";"PATANJALI"
"INE619B01017";"BSE";"540900"
"INE619B01017";"NSE";"NEWGEN"
"INE619I01012";"BSE";"533292"
"INE619I01012";"NSE";"A2ZINFRA"
"INE621H01010";"BSE";"532915"
"INE621H01010";"NSE";"RELIGARE"
"INE621L01012";"BSE";"533326"
"INE621L01012";"NSE";"TEXRAIL"
"INE622H01018";"NSE";"INDOFARM"
"INE622W01025";"NSE";"ACMESOLAR"
"INE623A01011";"BSE";"507315"
"INE623A01011";"NSE";"SAKHTISUG"
"INE623B01027";"BSE";"523574"
"INE623B01027";"NSE";"FEL"
"INE624Z01016";"BSE";"541540"
"INE624Z01016";"NSE";"SOLARA"
"INE625B01014";"BSE";"507490"
"INE625B01014";"NSE";"RANASUG"
"INE625G01013";"BSE";"532553"
"INE625G01013";"NSE";"WELENT"
"INE625X01018";"NSE";"SILVERTUC"
"INE626A01014";"BSE";"502175"
"INE626A01014";"NSE";"SAURASHCEM"
"INE626Z01011";"BSE";"541276"
"INE626Z01029";"NSE";"HARDWYN"
"INE627H01017";"BSE";"532801"
"INE627H01017";"NSE";"CTE"
"INE628A01036";"BSE";"512070"
"INE628A01036";"NSE";"UPL"
"INE629D01020";"NSE";"BANSWRAS"
"INE630A01024";"BSE";"502450"
"INE630A01024";"NSE";"SESHAPAPER"
"INE630Y01016";"BSE";"540937"
"INE630Y01024";"NSE";"MEDICO"
"INE631A01022";"BSE";"522034"
"INE631A01022";"NSE";"SHANTIGEAR"
"INE632C01026";"BSE";"531717"
"INE632C01026";"NSE";"VIDHIING"
"INE632X01030";"NSE";"SHRENIK"
"INE633B01018";"BSE";"524051"
"INE633B01018";"NSE";"POLYPLEX"
"INE634A01018";"BSE";"522064"
"INE634A01018";"NSE";"HONDAPOWER"
"INE634I01029";"BSE";"532942"
"INE634I01029";"NSE";"KNRCON"
"INE634S01028";"NSE";"MANKIND"
"INE635A01023";"NSE";"SHYAMTEL"
"INE635Q01029";"BSE";"538567"
"INE635Q01029";"NSE";"GULFOILLUB"
"INE636A01039";"BSE";"523371"
"INE636A01039";"NSE";"MAWANASUG"
"INE637C01025";"BSE";"532486"
"INE637C01025";"NSE";"POKARNA"
"INE637H01024";"BSE";"532776"
"INE637H01024";"NSE";"SHIVAMAUTO"
"INE640A01023";"BSE";"500472"
"INE640A01023";"NSE";"SKFINDIA"
"INE640C01011";"NSE";"SHAHALLOYS"
"INE641C01019";"NSE";"KAVDEFENCE"
"INE642C01025";"BSE";"500367"
"INE642C01025";"NSE";"RUBFILA"
"INE642Y01029";"NSE";"HINDCON"
"INE642Z01026";"NSE";"AKI"
"INE643A01035";"BSE";"520057"
"INE643A01035";"NSE";"JTEKTINDIA"
"INE643K01018";"BSE";"506194"
"INE643K01018";"NSE";"ARIHANTSUP"
"INE644Y01017";"BSE";"540961"
"INE644Y01017";"NSE";"SHIVAMILLS"
"INE645H01027";"BSE";"532782"
"INE645H01027";"NSE";"SUTLEJTEX"
"INE645L01011";"BSE";"533320"
"INE645S01016";"NSE";"ROLEXRINGS"
"INE645W01026";"NSE";"AIRAN"
"INE646B01010";"BSE";"531146"
"INE646B01010";"NSE";"MEDICAMEQ"
"INE646C01018";"NSE";"GROBTEA"
"INE646H01017";"NSE";"CAPITALSFB"
"INE646L01027";"BSE";"539448"
"INE646L01027";"NSE";"INDIGO"
"INE646X01014";"BSE";"540824"
"INE646X01014";"NSE";"ASTRON"
"INE647A01010";"BSE";"503806"
"INE647A01010";"NSE";"SRF"
"INE647O01011";"BSE";"535755"
"INE647O01011";"NSE";"ABFRL"
"INE648Z01023";"NSE";"ACCURACY"
"INE650K01021";"BSE";"512161"
"INE650K01021";"NSE";"SECURKLOUD"
"INE650L01011";"BSE";"533543"
"INE650L01011";"NSE";"BROOKS"
"INE651C01018";"BSE";"506079"
"INE652F01027";"BSE";"526550"
"INE652F01027";"NSE";"CCHHL"
"INE652Z01017";"NSE";"AVROIND"
"INE655A01013";"BSE";"512531"
"INE655A01013";"NSE";"STCINDIA"
"INE655B01011";"BSE";"526849"
"INE655B01011";"NSE";"BANARBEADS"
"INE658G01014";"BSE";"532604"
"INE658G01014";"NSE";"SALSTEEL"
"INE658T01017";"NSE";"WEALTH"
"INE659A01023";"BSE";"506655"
"INE659A01023";"NSE";"SUDARSCHEM"
"INE660A01013";"BSE";"590071"
"INE660A01013";"NSE";"SUNDARMFIN"
"INE660C01027";"BSE";"501150"
"INE660C01027";"NSE";"CENTRUM"
"INE661I01014";"BSE";"532930"
"INE661I01014";"NSE";"BGRENERGY"
"INE662A01027";"BSE";"521180"
"INE662A01027";"NSE";"SUPERSPIN"
"INE663A01033";"NSE";"SPLPETRO"
"INE663B01015";"BSE";"522295"
"INE663B01015";"NSE";"CONTROLPR"
"INE663F01024";"BSE";"532777"
"INE663F01032";"NSE";"NAUKRI"
"INE665A01038";"BSE";"503310"
"INE665A01038";"NSE";"SWANENERGY"
"INE665J01013";"BSE";"534976"
"INE665J01013";"NSE";"VMART"
